PIW,CPR,LTV,DTI,FICO,Refi,SATO,SMM,AOL
1,12.308,86.09,38.28,748,0.44,0.26,1.09,296271.24
1,18.261,71.17,37.97,736,0.58,0.51,1.67,310497.73
1,19.814,70.92,36.52,756,0.39,0.13,1.82,319915.03
1,15.885,70.39,36.09,760,0.41,0.12,1.43,313630.84
1,14.631,83.85,37.85,744,0.42,0.29,1.31,287527.13
1,29.008,87.36,39.33,733,1.15,0.43,2.81,285586.76
1,27.419,71.45,36.07,761,0.68,0.08,2.64,317331.68
1,26.185,69.16,36.97,721,0.91,0.58,2.5,289541.67
1,10.164,89.36,39.55,725,0.65,0.53,0.89,287321
1,26.239,72.4,39.3,723,1.17,0.67,2.5,296384.44
1,29.791,72.91,37.69,736,1.1,0.5,2.9,310068.76
1,7.257,88.28,35.14,754,0.37,0.08,0.63,286717.49
1,20.949,89.38,38.89,731,1.1,0.47,1.94,301175.45
1,30.942,69.17,35.84,742,0.88,0.33,3.04,283816.74
1,30.041,69.95,38.43,732,1.11,0.54,2.93,302473.66
1,20.491,73.61,34.54,765,0.35,-0.01,1.89,351199.86
1,47.302,69.88,37.66,742,1.07,0.34,5.2,296669.97
1,25.907,69.19,36.57,721,0.91,0.57,2.47,289799.1
1,17.555,72.3,36.48,723,0.86,0.55,1.6,300170.09
1,52.596,85.14,37.6,755,1.14,0.05,6.03,286202.27
1,22.563,89.72,39.77,723,1.08,0.61,2.11,286076.84
1,14.154,72.67,39,728,0.65,0.54,1.26,301608.28
1,16.85,72.63,35.55,767,0.45,0,1.53,318889.03
1,20.196,72.74,39.19,722,0.86,0.66,1.86,293794.14
1,9.578,88.06,36.64,730,0.63,0.43,0.84,282130.7
1,33.6,71.42,38.59,734,1.15,0.46,3.35,306874.49
1,24.433,69.92,34.78,767,0.36,-0.05,2.31,319323.24
1,39.487,85.01,37.66,755,1.1,0.09,4.1,288148.23
1,40.317,72.65,38.35,740,1.13,0.42,4.21,298669.36
1,27.54,69.14,36.23,733,0.9,0.41,2.65,278597.3
1,41.45,73.68,36.13,751,0.81,0.3,4.36,324581.84
1,40.042,69.32,36.66,725,1.11,0.51,4.17,279346.93
1,8.326,88.34,36.61,730,0.6,0.43,0.72,282498
1,32.732,72.81,37.52,741,1.13,0.39,3.25,312583.38
1,10.816,87.62,37.26,758,0.46,0.01,0.95,304171.02
1,25.717,72.94,39.05,727,1.09,0.63,2.45,294330.71
1,7.052,89.61,36.87,754,0.33,-0.02,0.61,333545.56
1,27.29,73.26,36.73,750,0.85,0.25,2.62,321503.42
1,43.261,90.13,38.4,731,1.1,0.48,4.61,306518.13
1,30.844,69.94,37.95,737,0.87,0.43,3.03,306079.8
1,10.808,89.93,36.6,755,0.36,-0.01,0.95,330833.56
1,28.053,86.33,37.36,757,0.94,0.04,2.71,294781.12
1,45.668,73.44,37.4,737,1.1,0.54,4.96,314271.56
1,17.922,73.51,35.91,758,0.61,0.15,1.63,329127.19
1,17.809,70.8,38.42,733,0.68,0.54,1.62,312443.97
1,33.522,89.07,38.14,747,1.14,0.19,3.35,304822.45
1,28.244,69.25,34.71,756,0.65,0.11,2.73,293920.59
1,34.897,71.86,35.63,765,0.93,0.04,3.51,310310.55
1,35.58,73.04,37.33,746,1.18,0.32,3.6,313956.47
1,23.089,86.31,37.94,752,0.65,0.18,2.16,296607.98
1,29.009,70.51,37.13,748,0.87,0.3,2.81,302780.73
1,59.813,71.23,35.86,763,1.14,0.06,7.32,301476.62
1,44.988,69.94,36.97,752,0.84,0.23,4.86,304744.02
1,10.775,71.34,36.77,720,0.35,0.63,0.95,301097.69
1,25.259,89.07,38.75,736,1.12,0.36,2.4,303378.74
1,11.26,72.3,35.13,751,0.37,0.22,0.99,306512.16
1,21.82,69.73,37.96,728,0.65,0.52,2.03,304515.87
1,19.732,89.79,37.94,746,0.91,0.2,1.81,313672.56
1,26.957,85.38,38.89,741,1.15,0.32,2.58,282266.53
1,17.203,69.37,33.91,763,0.38,-0.03,1.56,299378.01
1,38.862,71.69,37.16,753,1.17,0.2,4.02,298736.9
1,26.539,72.6,38.4,739,0.92,0.42,2.54,300452.44
1,28.584,70.44,38.08,739,1.09,0.43,2.77,302189.74
1,51.822,73.53,36.36,751,0.89,0.31,5.9,317155.81
1,27.312,86.93,38.99,740,0.88,0.37,2.62,292177.48
1,11.314,89.87,36.12,758,0.32,-0.02,1,332936.86
1,36.821,72.8,36.37,760,0.93,0.12,3.75,311484.79
1,18.465,73.48,34.14,766,0.32,-0.01,1.69,349991.83
1,10.763,72.17,36.58,721,0.65,0.6,0.94,299622.29
1,13.59,71.06,37.49,743,0.33,0.33,1.21,310495.03
1,26.462,70.8,36.7,754,0.85,0.22,2.53,304233.94
1,32.101,88.99,39.24,736,1.13,0.41,3.17,289307.25
1,8.11,88.73,36.09,741,0.61,0.31,0.7,283315.01
1,15.313,71.17,37.06,749,0.44,0.3,1.38,310019.52
1,22.067,70.19,36.84,752,0.61,0.2,2.06,312170.82
1,34.875,69.39,36.41,728,1.07,0.47,3.51,280898.09
1,23.296,73.31,36.87,747,0.83,0.31,2.19,319955.03
1,41.819,73.51,36.16,754,0.85,0.24,4.41,322295.14
1,26.117,73.48,36.03,756,0.67,0.2,2.49,327395.27
1,31.199,86.66,38.47,747,1.17,0.2,3.07,286947.76
1,41.911,73.41,37.19,741,1.06,0.44,4.43,317125.66
1,32.085,70.99,36.32,758,0.92,0.15,3.17,305104.48
1,19.46,73.71,35.18,761,0.39,0.05,1.79,344052.31
1,27.238,89.29,38.64,740,1.17,0.31,2.61,304608.26
1,31.246,90.13,37.55,744,0.81,0.27,3.07,313094.53
1,24.995,69.31,36.27,730,0.9,0.44,2.37,281747.79
1,27.411,69.1,36.27,733,0.85,0.41,2.63,281407.19
1,47.474,71.14,36.04,761,1.09,0.09,5.22,303938.47
1,43.473,73.6,37.2,740,1.07,0.53,4.64,317670.1
1,41.6,70.12,36.21,758,0.61,0.15,4.38,306538.24
1,12.645,89.55,37.51,752,0.63,0.1,1.12,320301.35
1,29.188,73.33,37.01,744,0.89,0.38,2.84,319252.59
1,35.897,90.23,38.35,734,1.07,0.47,3.64,310215.19
1,42.559,69.53,36.68,731,1.06,0.45,4.52,283233.08
1,23.934,69.2,36.25,732,0.83,0.41,2.25,282183.73
1,18.103,88.89,39.24,735,0.93,0.42,1.65,289689.08
1,28.311,71.5,36.59,755,0.65,0.21,2.74,312173.02
1,12.16,72.56,34.45,758,0.37,0.1,1.07,309190.67
1,31.933,70.74,37.89,744,1.15,0.35,3.15,299985.3
1,30.429,71.33,38,740,0.88,0.42,2.98,311494.88
1,33.263,71.61,37.2,753,1.1,0.21,3.31,299071.3
1,35.441,89.89,38.23,735,1.06,0.39,3.58,308855.48
1,34.581,86,37.56,756,0.85,0.09,3.47,296524.59
1,30.92,69.47,36.36,729,0.82,0.47,3.04,289500.25
1,17.934,89.43,38,743,0.85,0.25,1.63,312930.9
1,16.821,72.45,35.61,743,0.6,0.32,1.52,298116.92
1,16.135,70.31,35.36,764,0.39,0.05,1.46,315526.4
1,5.443,88.52,35.07,754,0.38,0.09,0.47,288124.21
1,28.197,88.38,37.89,752,0.93,0.12,2.72,299936.53
1,29.019,73.67,34.74,763,0.39,0.06,2.82,348718.94
1,16.868,69.37,36.15,734,0.42,0.41,1.53,289076.25
1,25.752,86.44,38.45,747,1.1,0.2,2.45,285895.93
1,14.754,69.68,33.77,764,0.36,-0.03,1.32,300882.84
1,39.265,72.78,37.74,748,1.15,0.3,4.07,306073.36
1,45.664,72.68,37.19,752,1.09,0.24,4.96,309812.68
1,16.616,69.74,35.64,744,0.33,0.3,1.5,292878.97
1,23.552,69.45,36.15,733,0.63,0.41,2.21,290607.19
1,22.744,70.14,37.15,748,0.66,0.28,2.13,311312.72
1,15.445,69.95,36.61,732,0.32,0.46,1.39,301806.26
1,16.991,89.99,36.67,755,0.4,0.06,1.54,331608.82
1,43.304,71.62,35.95,762,0.85,0.09,4.62,314196.33
1,16.182,89.55,38.08,740,0.83,0.29,1.46,312002.47
1,45.856,69.76,37.47,744,0.86,0.34,4.98,302629.73
1,21.709,89.67,38.15,738,0.89,0.34,2.02,311421.67
1,10.97,89.74,37.08,751,0.39,0.05,0.96,331639.03
1,41.56,89.94,37.84,744,0.88,0.27,4.38,308608.33
1,6.566,88.54,36.28,737,0.39,0.35,0.56,283566.93
1,12.665,89.64,37.62,749,0.61,0.15,1.12,318869.28
1,32.599,73.74,35.45,758,0.56,0.1,3.23,341775.76
1,25.583,70.2,36.99,751,0.65,0.27,2.43,313096.68
1,36.495,71.53,37.24,752,1.12,0.24,3.71,300089.15
1,11.551,72.04,36.1,732,0.6,0.43,1.02,296084.58
1,31.798,88.79,38.82,743,1.15,0.29,3.14,296768.06
1,13.421,71.83,36.1,732,0.63,0.43,1.19,296573.46
1,36.521,88.49,38.52,746,1.09,0.23,3.72,299983.52
1,18.454,70.03,33.8,766,0.39,-0.03,1.69,311173.64
1,28.622,86.28,38.49,746,1.12,0.24,2.77,285314.44
1,34.677,69.71,37.58,741,0.82,0.38,3.49,303513.61
1,28.684,86.79,38.13,750,0.92,0.22,2.78,296191.7
1,18.771,72.94,38.4,741,0.58,0.39,1.72,309169.9
1,30.997,89.79,37.74,746,0.84,0.22,3.04,313091.33
1,23.834,69.48,35.01,753,0.66,0.17,2.24,293261.46
1,30.101,70.15,36.09,758,0.57,0.15,2.94,307611.44
1,17.183,89.68,37.69,748,0.67,0.18,1.56,317130.92
1,31.172,69.73,36.13,737,0.87,0.39,3.07,293689.33
1,12.536,72.6,35.61,743,0.61,0.32,1.11,299265.88
1,22.348,73.06,38.1,745,0.81,0.36,2.09,308035.13
1,18.627,70.36,36.04,758,0.33,0.16,1.7,313256.45
1,19.433,69.88,33.79,764,0.42,0.02,1.78,300795.44
1,35.577,71.82,36.79,754,0.92,0.23,3.6,312388.25
1,36.146,71.78,37.39,751,1.16,0.27,3.67,301242.28
1,36.489,86.58,38.76,743,1.08,0.29,3.71,289291.98
1,24.868,69.97,37.58,741,0.57,0.38,2.35,311281.25
1,42.526,71.52,37.64,747,1.08,0.3,4.51,308013.4
1,14.345,89.18,39.15,737,0.58,0.38,1.28,292301.19
1,20.136,89.83,37.2,749,0.57,0.09,1.86,331230.87
1,8.522,72.84,34.36,759,0.38,0.1,0.74,309175.68
1,41.698,73.74,35.7,755,0.6,0.17,4.4,339022.63
1,5.602,87.89,35.53,749,0.38,0.19,0.48,286081.85
1,30.392,86.82,38.56,745,1.16,0.26,2.97,285688.15
1,23.498,69.68,37.34,740,0.64,0.39,2.21,303763.6
1,38.342,72.76,37.13,755,0.89,0.2,3.95,309716
1,46.301,71.78,36.45,758,1.13,0.16,5.05,306686.47
1,24.302,69.88,35.66,742,0.66,0.32,2.29,293814.07
1,19.647,69.75,37.02,740,0.58,0.4,1.81,302831.21
1,38.864,86.42,37.94,751,1.14,0.16,4.02,291337.56
1,38.092,69.91,34.26,765,0.58,0,3.92,302037.34
1,17.321,89.2,38.94,740,0.81,0.36,1.57,293035.49
1,5.297,88.18,35.55,748,0.35,0.2,0.45,286419.58
1,17.25,70.05,36.96,740,0.37,0.4,1.57,309771.95
1,19.392,73.1,36.32,761,0.59,0.15,1.78,313145.45
1,7.196,72.54,35.81,741,0.4,0.35,0.62,300394.77
1,18.482,70.13,35.74,759,0.4,0.15,1.69,307077.72
1,29.689,89.93,37.33,748,0.6,0.15,2.89,329555.72
1,22.034,69.81,36.52,741,0.6,0.38,2.05,301453.87
1,9.641,73.67,37.75,747,0.34,0.33,0.84,315651.9
1,18.45,70.29,36.68,749,0.43,0.29,1.69,313155.04
1,32.579,69.96,33.98,763,0.59,0.05,3.23,300037.9
1,21.319,72.71,37.08,755,0.69,0.21,1.98,310923.63
1,28.614,88.36,38.36,748,0.89,0.2,2.77,298371.4
1,22.784,69.46,34.97,754,0.61,0.17,2.13,292476.53
1,22.492,70.14,33.97,764,0.34,0.04,2.1,308676.83
1,44.188,70.03,34.3,762,0.63,0.07,4.74,298454.81
1,6.721,90.09,38.77,743,0.34,0.31,0.58,298792.39
1,10.552,72.91,37.65,749,0.41,0.29,0.92,313977.48
1,16.852,73.04,36.46,760,0.35,0.17,1.53,314358.75
1,23.537,69.95,35.93,744,0.65,0.32,2.21,301581.91
1,13.844,70.13,35.42,759,0.34,0.16,1.23,307005.34
1,13.937,88.53,37.74,754,0.59,0.15,1.24,299486.78
1,45.688,69.88,35.51,747,0.86,0.27,4.96,289540.55
1,13.883,88.17,38.34,749,0.69,0.2,1.24,298943.4
1,19.247,69.65,34.92,754,0.58,0.17,1.77,291466.41
1,8.711,72.34,34.94,753,0.38,0.19,0.76,305879.22
1,16.812,70.19,34.59,761,0.42,0.1,1.52,307811.56
1,46.271,70.03,35.34,752,0.82,0.22,5.05,293431.9
1,23.648,69.77,34.99,752,0.65,0.21,2.22,291903.81
1,7.901,88.78,38.68,744,0.41,0.29,0.68,296903.59
1,29.392,73.75,35.5,758,0.57,0.16,2.86,343096.67
1,16.349,70.13,34.99,760,0.36,0.14,1.48,306261.41
1,8.066,72.6,34.95,753,0.35,0.2,0.7,305786.02
1,18.874,70.03,34.88,755,0.38,0.17,1.73,300055.05
1,36.206,69.87,35.18,750,0.82,0.24,3.68,290987.55
1,11.346,88.49,37.84,753,0.36,0.16,1,299449.26
1,20.43,70.21,34.37,760,0.43,0.12,1.89,306183.17
1,20.392,90,37.2,750,0.57,0.15,1.88,333478.39
1,27.52,70.04,35.18,751,0.57,0.24,2.65,300575.38
1,27.663,70.16,34.89,756,0.64,0.17,2.66,305817.79
