HPI,Rates,UE,FICO,Age,RollRate
-25,-2,1,700,12,0.187237432
-20,-2,1,700,12,0.154027086
-10,-2,1,700,12,0.103567902
-5,-2,1,700,12,0.083817132
0,-2,1,700,12,0.068622964
5,-2,1,700,12,0.057263714
10,-2,1,700,12,0.049183987
15,-2,1,700,12,0.043504049
20,-2,1,700,12,0.038905444
-50,-2,1.5,700,12,1.011857987
-45,-2,1.5,700,12,0.706979456
-40,-2,1.5,700,12,0.527516742
-35,-2,1.5,700,12,0.410661628
-30,-2,1.5,700,12,0.329850589
-25,-2,1.5,700,12,0.267760413
-20,-2,1.5,700,12,0.22003328
-10,-2,1.5,700,12,0.148244987
-5,-2,1.5,700,12,0.119750434
0,-2,1.5,700,12,0.097746703
5,-2,1.5,700,12,0.081238305
10,-2,1.5,700,12,0.069521519
15,-2,1.5,700,12,0.061393991
20,-2,1.5,700,12,0.054812358
-50,-2,2.5,700,12,3.041901656
-45,-2,2.5,700,12,2.084216755
-40,-2,2.5,700,12,1.464828289
-35,-2,2.5,700,12,1.09986462
-30,-2,2.5,700,12,0.864176795
-25,-2,2.5,700,12,0.690656556
-20,-2,2.5,700,12,0.561615524
-10,-2,2.5,700,12,0.374757215
-5,-2,2.5,700,12,0.300597501
0,-2,2.5,700,12,0.243517021
5,-2,2.5,700,12,0.20077264
10,-2,2.5,700,12,0.17069142
15,-2,2.5,700,12,0.150259091
20,-2,2.5,700,12,0.133736728
-50,-2,3.5,700,12,6.669693722
-45,-2,3.5,700,12,5.425411726
-40,-2,3.5,700,12,4.382152395
-35,-2,3.5,700,12,3.588483875
-30,-2,3.5,700,12,2.976889789
-25,-2,3.5,700,12,2.48228306
-20,-2,3.5,700,12,1.9324073
-10,-2,3.5,700,12,1.20894401
-5,-2,3.5,700,12,0.947271178
0,-2,3.5,700,12,0.754031902
5,-2,3.5,700,12,0.613486362
10,-2,3.5,700,12,0.516994161
15,-2,3.5,700,12,0.452966285
20,-2,3.5,700,12,0.401595207
-50,-2,4.5,700,12,8.582664536
-45,-2,4.5,700,12,6.879644983
-40,-2,4.5,700,12,6.822933826
-35,-2,4.5,700,12,6.56179044
-30,-2,4.5,700,12,6.104494595
-25,-2,4.5,700,12,5.502903827
-20,-2,4.5,700,12,4.942247581
-10,-2,4.5,700,12,3.734271962
-5,-2,4.5,700,12,3.161636216
0,-2,4.5,700,12,2.680495547
5,-2,4.5,700,12,2.250702885
10,-2,4.5,700,12,1.834617842
15,-2,4.5,700,12,1.580179684
20,-2,4.5,700,12,1.383440365
-50,-2,5,700,12,8.62549511
-45,-2,5,700,12,7.005106885
-40,-2,5,700,12,7.32031686
-35,-2,5,700,12,7.505723796
-30,-2,5,700,12,6.585143231
-25,-2,5,700,12,6.588376272
-20,-2,5,700,12,6.314648877
-10,-2,5,700,12,5.239908398
-5,-2,5,700,12,4.573403934
0,-2,5,700,12,3.984643781
5,-2,5,700,12,3.471472927
10,-2,5,700,12,3.081515474
15,-2,5,700,12,2.809667533
20,-2,5,700,12,2.57546376
-50,-2,7.5,700,12,8.909910337
-45,-2,7.5,700,12,7.575645644
-40,-2,7.5,700,12,8.698356045
-35,-2,7.5,700,12,7.761699887
-30,-2,7.5,700,12,6.997296839
-25,-2,7.5,700,12,7.847187777
-20,-2,7.5,700,12,7.169470801
-10,-2,7.5,700,12,7.078539799
-5,-2,7.5,700,12,7.59414118
0,-2,7.5,700,12,6.978929227
5,-2,7.5,700,12,6.431503888
10,-2,7.5,700,12,6.962628028
15,-2,7.5,700,12,6.657070525
20,-2,7.5,700,12,6.386425212
-50,-1.5,0,700,12,0.400745556
-45,-1.5,0,700,12,0.289921545
-40,-1.5,0,700,12,0.220732503
-35,-1.5,0,700,12,0.173967089
-30,-1.5,0,700,12,0.140424091
-25,-1.5,0,700,12,0.114282049
-20,-1.5,0,700,12,0.093938705
-10,-1.5,0,700,12,0.062586789
-5,-1.5,0,700,12,0.050773909
0,-1.5,0,700,12,0.041788644
5,-1.5,0,700,12,0.035146564
10,-1.5,0,700,12,0.030413836
15,-1.5,0,700,12,0.026984962
20,-1.5,0,700,12,0.02421219
-50,-1.5,0.5,700,12,0.501727183
-45,-1.5,0.5,700,12,0.360688314
-40,-1.5,0.5,700,12,0.273585013
-35,-1.5,0.5,700,12,0.215150161
-30,-1.5,0.5,700,12,0.17360495
-25,-1.5,0.5,700,12,0.14130657
-20,-1.5,0.5,700,12,0.116225557
-10,-1.5,0.5,700,12,0.077816766
-5,-1.5,0.5,700,12,0.063064505
0,-1.5,0.5,700,12,0.051778158
5,-1.5,0.5,700,12,0.04338574
10,-1.5,0.5,700,12,0.03740895
15,-1.5,0.5,700,12,0.033142932
20,-1.5,0.5,700,12,0.029690941
-50,-1.5,1,700,12,0.679313474
-45,-1.5,1,700,12,0.48329674
-40,-1.5,1,700,12,0.364360832
-35,-1.5,1,700,12,0.285475388
-30,-1.5,1,700,12,0.230039156
-25,-1.5,1,700,12,0.187123499
-20,-1.5,1,700,12,0.153922751
-10,-1.5,1,700,12,0.103477752
-5,-1.5,1,700,12,0.08374561
0,-1.5,1,700,12,0.068567921
5,-1.5,1,700,12,0.05722308
10,-1.5,1,700,12,0.04915399
15,-1.5,1,700,12,0.043479235
20,-1.5,1,700,12,0.038884912
-50,-1.5,1.5,700,12,1.011547856
-45,-1.5,1.5,700,12,0.706665536
-40,-1.5,1.5,700,12,0.527228122
-35,-1.5,1.5,700,12,0.410402788
-30,-1.5,1.5,700,12,0.329614722
-25,-1.5,1.5,700,12,0.267546818
-20,-1.5,1.5,700,12,0.219841122
-10,-1.5,1.5,700,12,0.148087886
-5,-1.5,1.5,700,12,0.119622868
0,-1.5,1.5,700,12,0.097644678
5,-1.5,1.5,700,12,0.081158072
10,-1.5,1.5,700,12,0.069457536
15,-1.5,1.5,700,12,0.061338964
20,-1.5,1.5,700,12,0.054764726
-50,-1.5,2.5,700,12,3.049348345
-45,-1.5,2.5,700,12,2.084587836
-40,-1.5,2.5,700,12,1.464913588
-35,-1.5,2.5,700,12,1.099724408
-30,-1.5,2.5,700,12,0.863920437
-25,-1.5,2.5,700,12,0.690345257
-20,-1.5,2.5,700,12,0.561289694
-10,-1.5,2.5,700,12,0.374447942
-5,-1.5,2.5,700,12,0.300327536
0,-1.5,2.5,700,12,0.24328605
5,-1.5,2.5,700,12,0.200577816
10,-1.5,2.5,700,12,0.170525544
15,-1.5,2.5,700,12,0.150111358
20,-1.5,2.5,700,12,0.13360441
-50,-1.5,3.5,700,12,6.688724726
-45,-1.5,3.5,700,12,5.441791283
-40,-1.5,3.5,700,12,4.424862772
-35,-1.5,3.5,700,12,3.599872461
-30,-1.5,3.5,700,12,2.986393864
-25,-1.5,3.5,700,12,2.489697127
-20,-1.5,3.5,700,12,1.933357872
-10,-1.5,3.5,700,12,1.209190496
-5,-1.5,3.5,700,12,0.947294786
0,-1.5,3.5,700,12,0.753929668
5,-1.5,3.5,700,12,0.613325172
10,-1.5,3.5,700,12,0.51681251
15,-1.5,3.5,700,12,0.452776912
20,-1.5,3.5,700,12,0.401405201
-50,-1.5,4.5,700,12,8.603134139
-45,-1.5,4.5,700,12,6.898335811
-40,-1.5,4.5,700,12,6.843173103
-35,-1.5,4.5,700,12,6.582889031
-30,-1.5,4.5,700,12,6.124622071
-25,-1.5,4.5,700,12,5.521714301
-20,-1.5,4.5,700,12,4.959371837
-10,-1.5,4.5,700,12,3.747532778
-5,-1.5,4.5,700,12,3.172900969
0,-1.5,4.5,700,12,2.690029834
5,-1.5,4.5,700,12,2.252204725
10,-1.5,4.5,700,12,1.836101289
15,-1.5,4.5,700,12,1.581356676
20,-1.5,4.5,700,12,1.384351678
-50,-1.5,5,700,12,8.6436584
-45,-1.5,5,700,12,7.021022965
-40,-1.5,5,700,12,7.340245904
-35,-1.5,5,700,12,7.528582836
-30,-1.5,5,700,12,6.605645366
-25,-1.5,5,700,12,6.610228856
-20,-1.5,5,700,12,6.336037305
-10,-1.5,5,700,12,5.258744059
-5,-1.5,5,700,12,4.590040147
0,-1.5,5,700,12,3.995287416
5,-1.5,5,700,12,3.484414066
10,-1.5,5,700,12,3.092976705
15,-1.5,5,700,12,2.820227142
20,-1.5,5,700,12,2.585050052
-50,-1.5,7.5,700,12,8.912216877
-45,-1.5,7.5,700,12,7.57774578
-40,-1.5,7.5,700,12,8.706518815
-35,-1.5,7.5,700,12,7.769324238
-30,-1.5,7.5,700,12,7.004315438
-25,-1.5,7.5,700,12,7.861043594
-20,-1.5,7.5,700,12,7.181681782
-10,-1.5,7.5,700,12,7.094053802
-5,-1.5,7.5,700,12,7.613318793
0,-1.5,7.5,700,12,6.996866994
5,-1.5,7.5,700,12,6.449122423
10,-1.5,7.5,700,12,6.983465993
15,-1.5,7.5,700,12,6.677743113
20,-1.5,7.5,700,12,6.406899556
-50,-1,0,700,12,0.400903978
-45,-1,0,700,12,0.290075864
-40,-1,0,700,12,0.220861151
-35,-1,0,700,12,0.174068286
-30,-1,0,700,12,0.140491094
-25,-1,0,700,12,0.114321733
-20,-1,0,700,12,0.093955367
-10,-1,0,700,12,0.062568962
-5,-1,0,700,12,0.050766273
0,-1,0,700,12,0.041792815
5,-1,0,700,12,0.035162763
10,-1,0,700,12,0.030438271
15,-1,0,700,12,0.027010827
20,-1,0,700,12,0.024239292
-50,-1,0.5,700,12,0.501415419
-45,-1,0.5,700,12,0.360470011
-40,-1,0.5,700,12,0.273413681
-35,-1,0.5,700,12,0.215005115
-30,-1,0.5,700,12,0.173465819
-25,-1,0.5,700,12,0.141172747
-20,-1,0.5,700,12,0.116095706
-10,-1,0.5,700,12,0.077694088
-5,-1,0.5,700,12,0.06297105
0,-1,0.5,700,12,0.051711644
5,-1,0.5,700,12,0.043343132
10,-1,0.5,700,12,0.037383358
15,-1,0.5,700,12,0.033124592
20,-1,0.5,700,12,0.029678592
-50,-1,1,700,12,0.678445083
-45,-1,1,700,12,0.482608319
-40,-1,1,700,12,0.363797505
-35,-1,1,700,12,0.285001444
-30,-1,1,700,12,0.229620612
-25,-1,1,700,12,0.186751935
-20,-1,1,700,12,0.153590481
-10,-1,1,700,12,0.103208583
-5,-1,1,700,12,0.083531685
0,-1,1,700,12,0.068401844
5,-1,1,700,12,0.057097409
10,-1,1,700,12,0.049057545
15,-1,1,700,12,0.043398199
20,-1,1,700,12,0.038816542
-50,-1,1.5,700,12,1.010184114
-45,-1,1.5,700,12,0.705462965
-40,-1,1.5,700,12,0.526192519
-35,-1,1.5,700,12,0.409510045
-30,-1,1.5,700,12,0.328827715
-25,-1,1.5,700,12,0.266853776
-20,-1,1.5,700,12,0.219230116
-10,-1,1.5,700,12,0.147611849
-5,-1,1.5,700,12,0.119237133
0,-1,1.5,700,12,0.097335574
5,-1,1.5,700,12,0.080912405
10,-1,1.5,700,12,0.06925826
15,-1,1.5,700,12,0.061166683
20,-1,1.5,700,12,0.054614646
-50,-1,2.5,700,12,3.064271387
-45,-1,2.5,700,12,2.083662536
-40,-1,2.5,700,12,1.463765896
-35,-1,2.5,700,12,1.098348844
-30,-1,2.5,700,12,0.862476722
-25,-1,2.5,700,12,0.688929934
-20,-1,2.5,700,12,0.559959115
-10,-1,2.5,700,12,0.373338551
-5,-1,2.5,700,12,0.299384363
0,-1,2.5,700,12,0.242492837
5,-1,2.5,700,12,0.199913374
10,-1,2.5,700,12,0.169959531
15,-1,2.5,700,12,0.149609014
20,-1,2.5,700,12,0.133155377
-50,-1,3.5,700,12,6.727202522
-45,-1,3.5,700,12,5.474942597
-40,-1,3.5,700,12,4.452759113
-35,-1,3.5,700,12,3.622919512
-30,-1,3.5,700,12,3.005470515
-25,-1,3.5,700,12,2.504894179
-20,-1,3.5,700,12,1.933444519
-10,-1,3.5,700,12,1.208358641
-5,-1,3.5,700,12,0.946225279
0,-1,3.5,700,12,0.752783281
5,-1,3.5,700,12,0.612202508
10,-1,3.5,700,12,0.515753941
15,-1,3.5,700,12,0.451775898
20,-1,3.5,700,12,0.400464011
-50,-1,4.5,700,12,8.64428394
-45,-1,4.5,700,12,6.936097064
-40,-1,4.5,700,12,6.883975081
-35,-1,4.5,700,12,6.625535393
-30,-1,4.5,700,12,6.165272079
-25,-1,4.5,700,12,5.559807519
-20,-1,4.5,700,12,4.994009394
-10,-1,4.5,700,12,3.774409343
-5,-1,4.5,700,12,3.195726675
0,-1,4.5,700,12,2.710081172
5,-1,4.5,700,12,2.253154014
10,-1,4.5,700,12,1.837281982
15,-1,4.5,700,12,1.582114694
20,-1,4.5,700,12,1.384711741
-50,-1,5,700,12,8.680203957
-45,-1,5,700,12,7.05283355
-40,-1,5,700,12,7.380394766
-35,-1,5,700,12,7.574644996
-30,-1,5,700,12,6.646975061
-25,-1,5,700,12,6.654353888
-20,-1,5,700,12,6.379172681
-10,-1,5,700,12,5.296917949
-5,-1,5,700,12,4.623734639
0,-1,5,700,12,4.033929227
5,-1,5,700,12,3.510682958
10,-1,5,700,12,3.116932267
15,-1,5,700,12,2.841674823
20,-1,5,700,12,2.604877762
-50,-1,7.5,700,12,8.915899016
-45,-1,7.5,700,12,9.879495887
-40,-1,7.5,700,12,8.721907709
-35,-1,7.5,700,12,7.783708366
-30,-1,7.5,700,12,8.651267191
-25,-1,7.5,700,12,7.888280238
-20,-1,7.5,700,12,7.205373275
-10,-1,7.5,700,12,7.124956795
-5,-1,7.5,700,12,7.651727498
0,-1,7.5,700,12,7.032713574
5,-1,7.5,700,12,6.484406137
10,-1,7.5,700,12,7.025194234
15,-1,7.5,700,12,6.719210708
20,-1,7.5,700,12,6.448022252
-50,-0.5,0,700,12,0.401141852
-45,-0.5,0,700,12,0.290342643
-40,-0.5,0,700,12,0.221088966
-35,-0.5,0,700,12,0.174244079
-30,-0.5,0,700,12,0.140593554
-25,-0.5,0,700,12,0.114365839
-20,-0.5,0,700,12,0.093949514
-10,-0.5,0,700,12,0.06249394
-5,-0.5,0,700,12,0.050723686
0,-0.5,0,700,12,0.041785078
5,-0.5,0,700,12,0.035188716
10,-0.5,0,700,12,0.030487167
15,-0.5,0,700,12,0.027065087
20,-0.5,0,700,12,0.024298053
-50,-0.5,0.5,700,12,0.50041705
-45,-0.5,0.5,700,12,0.359764411
-40,-0.5,0.5,700,12,0.272861678
-35,-0.5,0.5,700,12,0.214542417
-30,-0.5,0.5,700,12,0.17303472
-25,-0.5,0.5,700,12,0.140768265
-20,-0.5,0.5,700,12,0.115711463
-10,-0.5,0.5,700,12,0.07734852
-5,-0.5,0.5,700,12,0.06270721
0,-0.5,0.5,700,12,0.051521762
5,-0.5,0.5,700,12,0.043217637
10,-0.5,0.5,700,12,0.037303526
15,-0.5,0.5,700,12,0.033065136
20,-0.5,0.5,700,12,0.029635887
-50,-0.5,1,700,12,0.675968543
-45,-0.5,1,700,12,0.480672386
-40,-0.5,1,700,12,0.362227503
-35,-0.5,1,700,12,0.283688814
-30,-0.5,1,700,12,0.22846982
-25,-0.5,1,700,12,0.185736391
-20,-0.5,1,700,12,0.152686964
-10,-0.5,1,700,12,0.102487815
-5,-0.5,1,700,12,0.08295971
0,-0.5,1,700,12,0.067957518
5,-0.5,1,700,12,0.056759829
10,-0.5,1,700,12,0.048797035
15,-0.5,1,700,12,0.043178934
20,-0.5,1,700,12,0.038631099
-50,-0.5,1.5,700,12,1.006388779
-45,-0.5,1.5,700,12,0.702181331
-40,-0.5,1.5,700,12,0.523402066
-35,-0.5,1.5,700,12,0.407124573
-30,-0.5,1.5,700,12,0.326738576
-25,-0.5,1.5,700,12,0.265022748
-20,-0.5,1.5,700,12,0.217621994
-10,-0.5,1.5,700,12,0.146369829
-5,-0.5,1.5,700,12,0.118233294
0,-0.5,1.5,700,12,0.096532282
5,-0.5,1.5,700,12,0.080274126
10,-0.5,1.5,700,12,0.068740585
15,-0.5,1.5,700,12,0.0607194
20,-0.5,1.5,700,12,0.054225136
-50,-0.5,2.5,700,12,3.107803617
-45,-0.5,2.5,700,12,2.083426503
-40,-0.5,2.5,700,12,1.461386385
-35,-0.5,2.5,700,12,1.095036218
-30,-0.5,2.5,700,12,0.858897492
-25,-0.5,2.5,700,12,0.685394759
-20,-0.5,2.5,700,12,0.556636752
-10,-0.5,2.5,700,12,0.370579537
-5,-0.5,2.5,700,12,0.29704987
0,-0.5,2.5,700,12,0.240536923
5,-0.5,2.5,700,12,0.198281006
10,-0.5,2.5,700,12,0.168574673
15,-0.5,2.5,700,12,0.14838257
20,-0.5,2.5,700,12,0.132061124
-50,-0.5,3.5,700,12,6.815947478
-45,-0.5,3.5,700,12,5.55366452
-40,-0.5,3.5,700,12,4.52011778
-35,-0.5,3.5,700,12,3.679483642
-30,-0.5,3.5,700,12,3.055511131
-25,-0.5,3.5,700,12,2.524303297
-20,-0.5,3.5,700,12,1.937549302
-10,-0.5,3.5,700,12,1.207434307
-5,-0.5,3.5,700,12,0.944277048
0,-0.5,3.5,700,12,0.750436244
5,-0.5,3.5,700,12,0.609811762
10,-0.5,3.5,700,12,0.513473145
15,-0.5,3.5,700,12,0.449604963
20,-0.5,3.5,700,12,0.39841577
-50,-0.5,4.5,700,12,8.730796247
-45,-0.5,4.5,700,12,7.014877418
-40,-0.5,4.5,700,12,6.973744919
-35,-0.5,4.5,700,12,6.722972835
-30,-0.5,4.5,700,12,6.25996445
-25,-0.5,4.5,700,12,5.650391632
-20,-0.5,4.5,700,12,5.077261254
-10,-0.5,4.5,700,12,3.840730113
-5,-0.5,4.5,700,12,3.253127188
0,-0.5,4.5,700,12,2.759569072
5,-0.5,4.5,700,12,2.264969002
10,-0.5,4.5,700,12,1.845472494
15,-0.5,4.5,700,12,1.587737451
20,-0.5,4.5,700,12,1.388455494
-50,-0.5,5,700,12,8.749183603
-45,-0.5,5,700,12,8.771827013
-40,-0.5,5,700,12,7.46398063
-35,-0.5,5,700,12,7.633887286
-30,-0.5,5,700,12,6.73765054
-25,-0.5,5,700,12,6.754598059
-20,-0.5,5,700,12,6.478880888
-10,-0.5,5,700,12,5.388341663
-5,-0.5,5,700,12,4.705351473
0,-0.5,5,700,12,4.106747197
5,-0.5,5,700,12,3.576112163
10,-0.5,5,700,12,3.175883515
15,-0.5,5,700,12,2.895960032
20,-0.5,5,700,12,2.654757403
-50,-0.5,7.5,700,12,8.904080444
-45,-0.5,7.5,700,12,9.897279547
-40,-0.5,7.5,700,12,8.734720659
-35,-0.5,7.5,700,12,7.797315946
-30,-0.5,7.5,700,12,8.694936658
-25,-0.5,7.5,700,12,7.873454121
-20,-0.5,7.5,700,12,8.490060511
-10,-0.5,7.5,700,12,7.178967278
-5,-0.5,7.5,700,12,7.729196438
0,-0.5,7.5,700,12,7.10331001
5,-0.5,7.5,700,12,6.55395035
10,-0.5,7.5,700,12,7.112351419
15,-0.5,7.5,700,12,6.806288768
20,-0.5,7.5,700,12,6.534830162
-50,0,0,700,12,0.400977735
-45,0,0,700,12,0.290389947
-40,0,0,700,12,0.221158253
-35,0,0,700,12,0.174275546
-30,0,0,700,12,0.140527804
-25,0,0,700,12,0.114224006
-20,0,0,700,12,0.093739977
-10,0,0,700,12,0.062219038
-5,0,0,700,12,0.050542618
0,0,0,700,12,0.041695684
5,0,0,700,12,0.03518141
10,0,0,700,12,0.030535358
15,0,0,700,12,0.027131414
20,0,0,700,12,0.024379202
-50,0,0.5,700,12,0.496962724
-45,0,0.5,700,12,0.357303196
-40,0,0.5,700,12,0.270953685
-35,0,0.5,700,12,0.212973835
-30,0,0.5,700,12,0.171643117
-25,0,0.5,700,12,0.139519333
-20,0,0.5,700,12,0.11457288
-10,0,0.5,700,12,0.076415109
-5,0,0.5,700,12,0.061989377
0,0,0.5,700,12,0.050991743
5,0,0.5,700,12,0.04284477
10,0,0.5,700,12,0.037041434
15,0,0.5,700,12,0.032857614
20,0,0.5,700,12,0.029472883
-50,0,1,700,12,0.667761818
-45,0,1,700,12,0.474541206
-40,0,1,700,12,0.357401853
-35,0,1,700,12,0.279745706
-30,0,1,700,12,0.22510257
-25,0,1,700,12,0.182832867
-20,0,1,700,12,0.150156492
-10,0,1,700,12,0.100564863
-5,0,1,700,12,0.081434093
0,0,1,700,12,0.066763796
5,0,1,700,12,0.055835844
10,0,1,700,12,0.048066621
15,0,1,700,12,0.042557868
20,0,1,700,12,0.038099237
-50,0,1.5,700,12,0.991406762
-45,0,1.5,700,12,0.690676511
-40,0,1.5,700,12,0.514230332
-35,0,1.5,700,12,0.399604653
-30,0,1.5,700,12,0.320372249
-25,0,1.5,700,12,0.25959289
-20,0,1.5,700,12,0.212956809
-10,0,1.5,700,12,0.142919829
-5,0,1.5,700,12,0.115457843
0,0,1.5,700,12,0.09430977
5,0,1.5,700,12,0.078494564
10,0,1.5,700,12,0.067282002
15,0,1.5,700,12,0.059454783
20,0,1.5,700,12,0.05311886
-50,0,2.5,700,12,3.155070226
-45,0,2.5,700,12,2.056057098
-40,0,2.5,700,12,1.438222513
-35,0,2.5,700,12,1.075106985
-30,0,2.5,700,12,0.841613382
-25,0,2.5,700,12,0.670443221
-20,0,2.5,700,12,0.54372722
-10,0,2.5,700,12,0.361021938
-5,0,2.5,700,12,0.289208786
0,0,2.5,700,12,0.234102308
5,0,2.5,700,12,0.192971525
10,0,2.5,700,12,0.164093923
15,0,2.5,700,12,0.144436305
20,0,2.5,700,12,0.128553511
-50,0,3.5,700,12,6.91579796
-45,0,3.5,700,12,5.64998898
-40,0,3.5,700,12,4.605838761
-35,0,3.5,700,12,3.754136459
-30,0,3.5,700,12,3.117840956
-25,0,3.5,700,12,2.495468316
-20,0,3.5,700,12,1.913616178
-10,0,3.5,700,12,1.186383617
-5,0,3.5,700,12,0.925858649
0,0,3.5,700,12,0.734550213
5,0,3.5,700,12,0.596184289
10,0,3.5,700,12,0.501637687
15,0,3.5,700,12,0.43898683
20,0,3.5,700,12,0.388827565
-50,0,4.5,700,12,8.800441522
-45,0,4.5,700,12,8.438265058
-40,0,4.5,700,12,8.024288795
-35,0,4.5,700,12,7.400864656
-30,0,4.5,700,12,6.376143753
-25,0,4.5,700,12,5.907020396
-20,0,4.5,700,12,5.184859503
-10,0,4.5,700,12,3.927293497
-5,0,4.5,700,12,3.329246961
0,0,4.5,700,12,2.824193184
5,0,4.5,700,12,2.246545219
10,0,4.5,700,12,1.827450838
15,0,4.5,700,12,1.569751921
20,0,4.5,700,12,1.370737294
-50,0,5,700,12,8.78834634
-45,0,5,700,12,8.843819209
-40,0,5,700,12,8.952130341
-35,0,5,700,12,7.773482288
-30,0,5,700,12,7.776300071
-25,0,5,700,12,7.458169867
-20,0,5,700,12,6.602436071
-10,0,5,700,12,5.503441784
-5,0,5,700,12,4.837140559
0,0,5,700,12,4.201642068
5,0,5,700,12,3.652882869
10,0,5,700,12,3.254516085
15,0,5,700,12,2.967629946
20,0,5,700,12,2.720174673
-50,0,7.5,700,12,8.817143027
-45,0,7.5,700,12,9.83683684
-40,0,7.5,700,12,8.69004289
-35,0,7.5,700,12,9.578533318
-30,0,7.5,700,12,8.695674877
-25,0,7.5,700,12,9.281135852
-20,0,7.5,700,12,8.512760796
-10,0,7.5,700,12,8.491014926
-5,0,7.5,700,12,7.783331151
0,0,7.5,700,12,8.26910824
5,0,7.5,700,12,7.671140252
10,0,7.5,700,12,8.155855064
15,0,7.5,700,12,7.773835811
20,0,7.5,700,12,7.521643433
-50,0.5,0,700,12,0.398794719
-45,0.5,0,700,12,0.289004241
-40,0.5,0,700,12,0.2201001
-35,0.5,0,700,12,0.173352061
-30,0.5,0,700,12,0.139592863
-25,0.5,0,700,12,0.113287598
-20,0.5,0,700,12,0.092799197
-10,0.5,0,700,12,0.061391447
-5,0.5,0,700,12,0.049956153
0,0.5,0,700,12,0.041326097
5,0.5,0,700,12,0.034991895
10,0.5,0,700,12,0.030467489
15,0.5,0,700,12,0.027115807
20,0.5,0,700,12,0.024405723
-50,0.5,0.5,700,12,0.485571032
-45,0.5,0.5,700,12,0.349148225
-40,0.5,0.5,700,12,0.264676804
-35,0.5,0.5,700,12,0.20789196
-30,0.5,0.5,700,12,0.167301558
-25,0.5,0.5,700,12,0.135768205
-20,0.5,0.5,700,12,0.111286644
-10,0.5,0.5,700,12,0.073951746
-5,0.5,0.5,700,12,0.060075164
0,0.5,0.5,700,12,0.049537154
5,0.5,0.5,700,12,0.041757453
10,0.5,0.5,700,12,0.036211178
15,0.5,0.5,700,12,0.032169829
20,0.5,0.5,700,12,0.028900628
-50,0.5,1,700,12,0.640776994
-45,0.5,1,700,12,0.45505382
-40,0.5,1,700,12,0.342428269
-35,0.5,1,700,12,0.26775011
-30,0.5,1,700,12,0.215104221
-25,0.5,1,700,12,0.174412746
-20,0.5,1,700,12,0.142981372
-10,0.5,1,700,12,0.095393301
-5,0.5,1,700,12,0.077321739
0,0.5,1,700,12,0.063513424
5,0.5,1,700,12,0.053262532
10,0.5,1,700,12,0.045973692
15,0.5,1,700,12,0.040756688
20,0.5,1,700,12,0.036535069
-50,0.5,1.5,700,12,0.935884306
-45,0.5,1.5,700,12,0.651225833
-40,0.5,1.5,700,12,0.484175037
-35,0.5,1.5,700,12,0.375709815
-30,0.5,1.5,700,12,0.300675858
-25,0.5,1.5,700,12,0.243188131
-20,0.5,1.5,700,12,0.199139568
-10,0.5,1.5,700,12,0.133131657
-5,0.5,1.5,700,12,0.10759879
0,0.5,1.5,700,12,0.087999111
5,0.5,1.5,700,12,0.073388642
10,0.5,1.5,700,12,0.063035742
15,0.5,1.5,700,12,0.055754461
20,0.5,1.5,700,12,0.049862466
-50,0.5,2.5,700,12,2.967693858
-45,0.5,2.5,700,12,1.877302529
-40,0.5,2.5,700,12,1.319455227
-35,0.5,2.5,700,12,0.987011866
-30,0.5,2.5,700,12,0.771959533
-25,0.5,2.5,700,12,0.614038162
-20,0.5,2.5,700,12,0.497173536
-10,0.5,2.5,700,12,0.328854241
-5,0.5,2.5,700,12,0.263247983
0,0.5,2.5,700,12,0.213029289
5,0.5,2.5,700,12,0.175651248
10,0.5,2.5,700,12,0.149452775
15,0.5,2.5,700,12,0.13156188
20,0.5,2.5,700,12,0.117117049
-50,0.5,3.5,700,12,7.473265142
-45,0.5,3.5,700,12,5.853857831
-40,0.5,3.5,700,12,4.646934956
-35,0.5,3.5,700,12,3.770135047
-30,0.5,3.5,700,12,2.955649878
-25,0.5,3.5,700,12,2.213674528
-20,0.5,3.5,700,12,1.716649466
-10,0.5,3.5,700,12,1.071574093
-5,0.5,3.5,700,12,0.837173187
0,0.5,3.5,700,12,0.664224859
5,0.5,3.5,700,12,0.538958444
10,0.5,3.5,700,12,0.453367248
15,0.5,3.5,700,12,0.396553423
20,0.5,3.5,700,12,0.351088905
-50,0.5,4.5,700,12,10.38062072
-45,0.5,4.5,700,12,9.562409836
-40,0.5,4.5,700,12,8.717011614
-35,0.5,4.5,700,12,7.777514566
-30,0.5,4.5,700,12,6.867820354
-25,0.5,4.5,700,12,6.048700726
-20,0.5,4.5,700,12,5.278000756
-10,0.5,4.5,700,12,3.947662483
-5,0.5,4.5,700,12,3.33562485
0,0.5,4.5,700,12,2.543072812
5,0.5,4.5,700,12,1.987104621
10,0.5,4.5,700,12,1.631271446
15,0.5,4.5,700,12,1.40710546
20,0.5,4.5,700,12,1.23189947
-50,0.5,5,700,12,10.67450958
-45,0.5,5,700,12,10.41364415
-40,0.5,5,700,12,8.923438025
-35,0.5,5,700,12,8.84668766
-30,0.5,5,700,12,8.474116468
-25,0.5,5,700,12,7.849568116
-20,0.5,5,700,12,7.118321489
-10,0.5,5,700,12,5.640616887
-5,0.5,5,700,12,4.886411168
0,0.5,5,700,12,4.227473395
5,0.5,5,700,12,3.679357713
10,0.5,5,700,12,3.260616719
15,0.5,5,700,12,2.783489163
20,0.5,5,700,12,2.410681703
-50,0.5,7.5,700,12,11.23569324
